clean_review,y,clean_review1,phone,camera,battery,delivery,processor
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
osm purple heart red heart ok hand ok hand ok hand nice product,1,"['osm', 'purple', 'heart', 'red', 'heart', 'ok', 'hand', 'ok', 'hand', 'ok', 'hand', 'nice', 'product']",0.99125266,0.9864557,0.9936478,0.97902834,0.9913267
amazing price value money mobile amazing feature,1,"['amazing', 'price', 'value', 'money', 'mobile', 'amazing', 'feature']",0.96599835,0.9571981,0.96796596,0.99713886,0.96194065
good mobile daily drivepackage containsmobile handsetcharg cablesim ejectorback casemanualwrto mobile use almost week I find good one come miui 10 recently get miui 11 updatescreen good 45camera good 45 I see distortionnoise shoot 48mp enable zoom photograph photograph I shoot far daylight condition yet explore low light condition sound I,1,"['good', 'mobile', 'daily', 'drivepackage', 'containsmobile', 'handsetcharg', 'cablesim', 'ejectorback', 'casemanualwrto', 'mobile', 'use', 'almost', 'week', 'i', 'find', 'good', 'one', 'come', 'miui', '10', 'recently', 'get', 'miui', '11', 'updatescreen', 'good', '45camera', 'good', '45', 'i', 'see', 'distortionnoise', 'shoot', '48mp', 'enable', 'zoom', 'photograph', 'photograph', 'i', 'shoot', 'far', 'daylight', 'condition', 'yet', 'explore', 'low', 'light', 'condition', 'sound', 'i']",0.9764184,0.96585613,0.97421515,0.9940872,0.9696615
really superb nice camera nice battery backup,1,"['really', 'superb', 'nice', 'camera', 'nice', 'battery', 'backup']",0.9823678,0.9834001,0.98816955,0.9873762,0.9866274
product impressive price good product mi,1,"['product', 'impressive', 'price', 'good', 'product', 'mi']",0.9576886,0.95661646,0.9639086,0.9975291,0.9613334
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
excellant,1,['excellant'],0.9935075,0.99353504,0.9925277,0.9571963,0.99352753
value money,1,"['value', 'money']",0.9780512,0.97572863,0.98287964,0.9767153,0.98023164
I buy play game pokemon go provide battery back 430 hour 5 hour continuous playing full brightness screen recording take 2 hour fully charge battery 0 100 provide 10 watt charger buy quick charge 30 support charger charge phone fast I think good budget phone,1,"['i', 'buy', 'play', 'game', 'pokemon', 'go', 'provide', 'battery', 'back', '430', 'hour', '5', 'hour', 'continuous', 'playing', 'full', 'brightness', 'screen', 'recording', 'take', '2', 'hour', 'fully', 'charge', 'battery', '0', '100', 'provide', '10', 'watt', 'charger', 'buy', 'quick', 'charge', '30', 'support', 'charger', 'charge', 'phone', 'fast', 'i', 'think', 'good', 'budget', 'phone']",0.9862666,0.98245525,0.9881929,0.9852333,0.98572874
nic mobileand tnq,1,"['nic', 'mobileand', 'tnq']",0.9648866,0.9423373,0.95711344,0.9927485,0.9479081
ok,1,['ok'],0.9756506,0.9707663,0.97244656,0.94239324,0.97318304
much satisfied,1,"['much', 'satisfied']",0.9064182,0.90084016,0.9106203,0.98587817,0.90642935
I purchase device 10 day ago specially pubg work email watch tiktok video timepass I play 3 hrs pubg daily drain 45 battery I watch tiktok 30 min daily drain 57 battery battery awesome u trust display fhd really nice range camera mind blow almost type pic design classy face unlock awesome finger print unlock think much buy yur bu,1,"['i', 'purchase', 'device', '10', 'day', 'ago', 'specially', 'pubg', 'work', 'email', 'watch', 'tiktok', 'video', 'timepass', 'i', 'play', '3', 'hrs', 'pubg', 'daily', 'drain', '45', 'battery', 'i', 'watch', 'tiktok', '30', 'min', 'daily', 'drain', '57', 'battery', 'battery', 'awesome', 'u', 'trust', 'display', 'fhd', 'really', 'nice', 'range', 'camera', 'mind', 'blow', 'almost', 'type', 'pic', 'design', 'classy', 'face', 'unlock', 'awesome', 'finger', 'print', 'unlock', 'think', 'much', 'buy', 'yur', 'bu']",0.9736724,0.9661153,0.97458255,0.995986,0.9701966
first good time delivery thank flipkart mobile good value money I pay camera quality awesome battery backup good smooth run,1,"['first', 'good', 'time', 'delivery', 'thank', 'flipkart', 'mobile', 'good', 'value', 'money', 'i', 'pay', 'camera', 'quality', 'awesome', 'battery', 'backup', 'good', 'smooth', 'run']",0.9705503,0.9652996,0.97488725,0.99673337,0.970111
nice pic nice model,1,"['nice', 'pic', 'nice', 'model']",0.9589017,0.94729125,0.955286,0.9971851,0.95079756
good one handy many way hell xiaomi provide back cover even protect rear camera bump lolinstead provide usbtypec adopter thank although great product,1,"['good', 'one', 'handy', 'many', 'way', 'hell', 'xiaomi', 'provide', 'back', 'cover', 'even', 'protect', 'rear', 'camera', 'bump', 'lolinstead', 'provide', 'usbtypec', 'adopter', 'thank', 'although', 'great', 'product']",0.98675233,0.9842425,0.9904673,0.98691666,0.9879941
well price hesitate buy 64 gb 4 gb version good option camera bad say speaker problem everything perfect 2 day delivery flipkart grey colour feel prefect must one plan buy mid range phone number feature ps get use feel perfect phone completely worthy money,1,"['well', 'price', 'hesitate', 'buy', '64', 'gb', '4', 'gb', 'version', 'good', 'option', 'camera', 'bad', 'say', 'speaker', 'problem', 'everything', 'perfect', '2', 'day', 'delivery', 'flipkart', 'grey', 'colour', 'feel', 'prefect', 'must', 'one', 'plan', 'buy', 'mid', 'range', 'phone', 'number', 'feature', 'ps', 'get', 'use', 'feel', 'perfect', 'phone', 'completely', 'worthy', 'money']",0.9883512,0.98435664,0.99036586,0.9841482,0.9878948
nice mobile,1,"['nice', 'mobile']",0.9448786,0.92929775,0.9412966,0.9963596,0.93426013
awesome nice performance look premium hand good thing android one os cam also work well I expect handle comfort,1,"['awesome', 'nice', 'performance', 'look', 'premium', 'hand', 'good', 'thing', 'android', 'one', 'os', 'cam', 'also', 'work', 'well', 'i', 'expect', 'handle', 'comfort']",0.9868773,0.98064935,0.98727155,0.9888617,0.9841579
redmi note 4 great value money device 3 thing well might perfect phone 1 camera disappoint huge one2 fast charging miss though ok feel mi miss icing cake give 4000mah battery3 miui great lot con lot bloatware hence affect ram management I go 4 gb ram variant everything work well feel 2 gb variant sucide use zenfone 2 gb ram variant last device I,1,"['redmi', 'note', '4', 'great', 'value', 'money', 'device', '3', 'thing', 'well', 'might', 'perfect', 'phone', '1', 'camera', 'disappoint', 'huge', 'one2', 'fast', 'charging', 'miss', 'though', 'ok', 'feel', 'mi', 'miss', 'icing', 'cake', 'give', '4000mah', 'battery3', 'miui', 'great', 'lot', 'con', 'lot', 'bloatware', 'hence', 'affect', 'ram', 'management', 'i', 'go', '4', 'gb', 'ram', 'variant', 'everything', 'work', 'well', 'feel', '2', 'gb', 'variant', 'sucide', 'use', 'zenfone', '2', 'gb', 'ram', 'variant', 'last', 'device', 'i']",0.98035437,0.9708074,0.97871923,0.99035066,0.9740832
worth money,1,"['worth', 'money']",0.9968546,0.9897702,0.996144,0.9606648,0.9935234
nice mobile,1,"['nice', 'mobile']",0.9448786,0.92929775,0.9412966,0.9963596,0.93426013
nice product,1,"['nice', 'product']",0.9714541,0.97231483,0.9764304,0.990932,0.975682
good mobile range money5star specially value money slightly smile face slightly smile face slightly smile face grin face big eye grin face big eye,1,"['good', 'mobile', 'range', 'money5star', 'specially', 'value', 'money', 'slightly', 'smile', 'face', 'slightly', 'smile', 'face', 'slightly', 'smile', 'face', 'grin', 'face', 'big', 'eye', 'grin', 'face', 'big', 'eye']",0.9722034,0.9642345,0.9725229,0.9935606,0.96759623
awesome,1,['awesome'],0.97905076,0.98935294,0.9810318,0.9534162,0.9861162
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
nice product,1,"['nice', 'product']",0.9714541,0.97231483,0.9764304,0.990932,0.975682
nice phone,1,"['nice', 'phone']",0.98653114,0.9698105,0.97881085,0.9892322,0.97417337
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
excellent budget phone 30k price,1,"['excellent', 'budget', 'phone', '30k', 'price']",0.99076056,0.9856773,0.9893234,0.97810876,0.98785716
nice mi,1,"['nice', 'mi']",0.91482234,0.8951949,0.90926635,0.98688906,0.90060204
nice one redmi note 9 progood quality phone feature,1,"['nice', 'one', 'redmi', 'note', '9', 'progood', 'quality', 'phone', 'feature']",0.9785048,0.96843076,0.9784128,0.99318933,0.97376925
value money,1,"['value', 'money']",0.9780512,0.97572863,0.98287964,0.9767153,0.98023164
everything perfect good phone mi I get good price delivery fast flipkart con heavy gamming,1,"['everything', 'perfect', 'good', 'phone', 'mi', 'i', 'get', 'good', 'price', 'delivery', 'fast', 'flipkart', 'con', 'heavy', 'gamming']",0.9764038,0.9674868,0.9762986,0.9908942,0.97126925
good product,1,"['good', 'product']",0.9748036,0.98875546,0.9876671,0.9669157,0.9905469
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
nice phone,1,"['nice', 'phone']",0.98653114,0.9698105,0.97881085,0.9892322,0.97417337
nyc,1,['nyc'],0.99010485,0.98536706,0.98367083,0.9387148,0.98439103
phone smooth camera pathetic buy 48mp fool camera quality determine megapixel increase image size single image 20 mb quality bad however phone smooth lagging use I recommend samsung galaxy m30 sane price amole screen perfect phone normal user also screen huge want open notification panel u,1,"['phone', 'smooth', 'camera', 'pathetic', 'buy', '48mp', 'fool', 'camera', 'quality', 'determine', 'megapixel', 'increase', 'image', 'size', 'single', 'image', '20', 'mb', 'quality', 'bad', 'however', 'phone', 'smooth', 'lagging', 'use', 'i', 'recommend', 'samsung', 'galaxy', 'm30', 'sane', 'price', 'amole', 'screen', 'perfect', 'phone', 'normal', 'user', 'also', 'screen', 'huge', 'want', 'open', 'notification', 'panel', 'u']",0.9825846,0.97452724,0.9822208,0.99116826,0.9782981
I happy purchase product grin face big eye grin face big eye grin face big eye,1,"['i', 'happy', 'purchase', 'product', 'grin', 'face', 'big', 'eye', 'grin', 'face', 'big', 'eye', 'grin', 'face', 'big', 'eye']",0.9737422,0.9688921,0.9764089,0.99288285,0.97236687
nice phone great battery backup overall good buy price range fully satisfied,1,"['nice', 'phone', 'great', 'battery', 'backup', 'overall', 'good', 'buy', 'price', 'range', 'fully', 'satisfied']",0.9800446,0.9771751,0.9846481,0.99178076,0.9812039
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
superb,1,['superb'],0.96668655,0.9747072,0.980387,0.97243977,0.98066205
excellent build quality feel great hand,1,"['excellent', 'build', 'quality', 'feel', 'great', 'hand']",0.9773982,0.97352207,0.9815579,0.9935296,0.9777695
thankuu flip cart I happy,1,"['thankuu', 'flip', 'cart', 'i', 'happy']",0.96008396,0.9556728,0.9648427,0.9950274,0.9614288
great product get 5k prefect use buck,1,"['great', 'product', 'get', '5k', 'prefect', 'use', 'buck']",0.9827452,0.9903932,0.9906883,0.96929514,0.99184597
good phone awesome fichureslim modal,1,"['good', 'phone', 'awesome', 'fichureslim', 'modal']",0.97551656,0.9716201,0.9779165,0.9952976,0.9755791
nice phone,1,"['nice', 'phone']",0.98653114,0.9698105,0.97881085,0.9892322,0.97417337
goodwill update review day,1,"['goodwill', 'update', 'review', 'day']",0.959309,0.95687175,0.96497524,0.9977436,0.9609393
overall goodnice mobile budget,1,"['overall', 'goodnice', 'mobile', 'budget']",0.975602,0.9715076,0.9792278,0.9926411,0.975151
nice phone price,1,"['nice', 'phone', 'price']",0.9791647,0.9678601,0.9757073,0.9949549,0.97202605
excellent,1,['excellent'],0.9937334,0.9933854,0.9926693,0.95853174,0.99372184
product time lineall goodproduct also good,1,"['product', 'time', 'lineall', 'goodproduct', 'also', 'good']",0.97363573,0.9744121,0.98028976,0.9922363,0.9781603
good phone value money back camera good selfie camera good,1,"['good', 'phone', 'value', 'money', 'back', 'camera', 'good', 'selfie', 'camera', 'good']",0.98756874,0.9883128,0.9907617,0.973391,0.9898856
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good product,1,"['good', 'product']",0.9748036,0.98875546,0.9876671,0.9669157,0.9905469
superb,1,['superb'],0.96668655,0.9747072,0.980387,0.97243977,0.98066205
nice experience mi actually I china product make india I bring mi note 5 pro 4th sale mobile awesomeif want good mobile 15k choose,1,"['nice', 'experience', 'mi', 'actually', 'i', 'china', 'product', 'make', 'india', 'i', 'bring', 'mi', 'note', '5', 'pro', '4th', 'sale', 'mobile', 'awesomeif', 'want', 'good', 'mobile', '15k', 'choose']",0.9673708,0.9542631,0.9639437,0.9964744,0.9583791
thank much flipkart excellent phone camera lajabab,1,"['thank', 'much', 'flipkart', 'excellent', 'phone', 'camera', 'lajabab']",0.9926002,0.99031436,0.9942574,0.9778693,0.9930918
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
fantastic mobile,1,"['fantastic', 'mobile']",0.94040954,0.92483467,0.93719184,0.9951196,0.92954946
good product,1,"['good', 'product']",0.9748036,0.98875546,0.9876671,0.9669157,0.9905469
super phone,1,"['super', 'phone']",0.98768497,0.9844621,0.9911612,0.9751753,0.9902916
awesome,1,['awesome'],0.97905076,0.98935294,0.9810318,0.9534162,0.9861162
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good range camera quality could well 2 rear camera I compare similar range samsung phone find samsung camera give well performance,1,"['good', 'range', 'camera', 'quality', 'could', 'well', '2', 'rear', 'camera', 'i', 'compare', 'similar', 'range', 'samsung', 'phone', 'find', 'samsung', 'camera', 'give', 'well', 'performance']",0.9838842,0.9810902,0.9870719,0.9881149,0.98421836
nice product,1,"['nice', 'product']",0.9714541,0.97231483,0.9764304,0.990932,0.975682
nice camra good camera quality good product,1,"['nice', 'camra', 'good', 'camera', 'quality', 'good', 'product']",0.9752326,0.9800017,0.9829719,0.9889256,0.9821994
nice product bug problem,1,"['nice', 'product', 'bug', 'problem']",0.9792221,0.9823323,0.9869602,0.9862006,0.9859173
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good phone,1,"['good', 'phone']",0.98762727,0.9763833,0.9819176,0.94721353,0.9793873
good product value money,1,"['good', 'product', 'value', 'money']",0.97965026,0.98593676,0.9889602,0.974979,0.98907274
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
mst product h,1,"['mst', 'product', 'h']",0.9706561,0.98372626,0.9839339,0.9674889,0.98731136
nice phone look good battery backup awesome one hand phone fast charge,1,"['nice', 'phone', 'look', 'good', 'battery', 'backup', 'awesome', 'one', 'hand', 'phone', 'fast', 'charge']",0.99449867,0.9892461,0.99394447,0.97259325,0.99198985
good price quality,1,"['good', 'price', 'quality']",0.94787604,0.9454918,0.9540336,0.99716437,0.9500238
super,1,['super'],0.95785713,0.9679986,0.97289306,0.9704158,0.97415864
super,1,['super'],0.95785713,0.9679986,0.97289306,0.9704158,0.97415864
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
fingerprint sensor slowpopup camera working slowbattery life veey gooddaily light camera experience veey goodlow light photography avg build quality excellent,1,"['fingerprint', 'sensor', 'slowpopup', 'camera', 'working', 'slowbattery', 'life', 'veey', 'gooddaily', 'light', 'camera', 'experience', 'veey', 'goodlow', 'light', 'photography', 'avg', 'build', 'quality', 'excellent']",0.97960556,0.9744712,0.98208195,0.99236286,0.9782555
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good mobile,1,"['good', 'mobile']",0.9501501,0.94018936,0.95085776,0.9888196,0.9443032
amazing display ok hand nice camera qualityexcellent performance,1,"['amazing', 'display', 'ok', 'hand', 'nice', 'camera', 'qualityexcellent', 'performance']",0.9823215,0.97479594,0.9821629,0.992834,0.97834516
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
super,1,['super'],0.95785713,0.9679986,0.97289306,0.9704158,0.97415864
superb,1,['superb'],0.96668655,0.9747072,0.980387,0.97243977,0.98066205
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
great phone guy amt go worry,1,"['great', 'phone', 'guy', 'amt', 'go', 'worry']",0.9823196,0.98471415,0.98966366,0.9597476,0.98723215
thank,1,['thank'],0.99802005,0.9761722,0.9869458,0.95146495,0.9807722
superbb,1,['superbb'],0.9724382,0.97881746,0.9850958,0.972946,0.984608
super mobile super camera,1,"['super', 'mobile', 'super', 'camera']",0.9687433,0.97377956,0.9792671,0.98769444,0.9785764
good phone price range vouch heating issue redmi phone 256 gb option good photo also really nice,1,"['good', 'phone', 'price', 'range', 'vouch', 'heating', 'issue', 'redmi', 'phone', '256', 'gb', 'option', 'good', 'photo', 'also', 'really', 'nice']",0.98355204,0.9723662,0.9801851,0.989133,0.97622025
good well mi note 4 I still love mi note 4,1,"['good', 'well', 'mi', 'note', '4', 'i', 'still', 'love', 'mi', 'note', '4']",0.9613956,0.94287175,0.95512015,0.99029624,0.9474557
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
game changer rear camera ok front camera awesome redmi user buy go realme samsung feel anything new I redmi note 5and I feel anything new note 7 except back glass also worthless use without back cover ur first redmi go itoverall disappoint,1,"['game', 'changer', 'rear', 'camera', 'ok', 'front', 'camera', 'awesome', 'redmi', 'user', 'buy', 'go', 'realme', 'samsung', 'feel', 'anything', 'new', 'i', 'redmi', 'note', '5and', 'i', 'feel', 'anything', 'new', 'note', '7', 'except', 'back', 'glass', 'also', 'worthless', 'use', 'without', 'back', 'cover', 'ur', 'first', 'redmi', 'go', 'itoverall', 'disappoint']",0.98302513,0.9766021,0.98481655,0.9908055,0.9805875
absolutely awesome product xiomi red mi note 7 prothe dual ai sony camera capture amazing picture supreme quality imagesprice also cheap budget phonebattery backup goodhybrid slot feature also limitation smartphonerest feature amazing,1,"['absolutely', 'awesome', 'product', 'xiomi', 'red', 'mi', 'note', '7', 'prothe', 'dual', 'ai', 'sony', 'camera', 'capture', 'amazing', 'picture', 'supreme', 'quality', 'imagesprice', 'also', 'cheap', 'budget', 'phonebattery', 'backup', 'goodhybrid', 'slot', 'feature', 'also', 'limitation', 'smartphonerest', 'feature', 'amazing']",0.9707396,0.96679896,0.9754407,0.9960139,0.9716169
usefull mobile 8000 I love camera battery perfomen,1,"['usefull', 'mobile', '8000', 'i', 'love', 'camera', 'battery', 'perfomen']",0.98085666,0.9769547,0.98364484,0.9894151,0.9813389
look feel good phone good memory space go 5000mah battery enough snapdragon 439 processor expect performanceit worth money brand provide equivalent snapdragon 635 processor price range redmi still go snapdragon 439 play major drawback phone,1,"['look', 'feel', 'good', 'phone', 'good', 'memory', 'space', 'go', '5000mah', 'battery', 'enough', 'snapdragon', '439', 'processor', 'expect', 'performanceit', 'worth', 'money', 'brand', 'provide', 'equivalent', 'snapdragon', '635', 'processor', 'price', 'range', 'redmi', 'still', 'go', 'snapdragon', '439', 'play', 'major', 'drawback', 'phone']",0.9918107,0.9835233,0.98890007,0.9731203,0.986385
phone look nice camera also good phone much feature like price spend,1,"['phone', 'look', 'nice', 'camera', 'also', 'good', 'phone', 'much', 'feature', 'like', 'price', 'spend']",0.9859793,0.98165053,0.98739254,0.98906624,0.9854013
I phone 6 daysflipkart deliver within 24 hour cheer thatfirst thing camera awesome usually first click enough good picture selfie flash manageable job complete darknessloudspeaker sufficiently louddisplay flawless even midday direct sunlight clearly visibleaudio output bit low via headphone jackcall quality good network drop farram struggle I open 3 high,1,"['i', 'phone', '6', 'daysflipkart', 'deliver', 'within', '24', 'hour', 'cheer', 'thatfirst', 'thing', 'camera', 'awesome', 'usually', 'first', 'click', 'enough', 'good', 'picture', 'selfie', 'flash', 'manageable', 'job', 'complete', 'darknessloudspeaker', 'sufficiently', 'louddisplay', 'flawless', 'even', 'midday', 'direct', 'sunlight', 'clearly', 'visibleaudio', 'output', 'bit', 'low', 'via', 'headphone', 'jackcall', 'quality', 'good', 'network', 'drop', 'farram', 'struggle', 'i', 'open', '3', 'high']",0.97274494,0.9668961,0.9751425,0.99665844,0.9713619
allover mobile value money camera good budget budget mobile battery 5000mah one good phone processor also good range camera good take photo compare mobile rangeyou buy good phone range,1,"['allover', 'mobile', 'value', 'money', 'camera', 'good', 'budget', 'budget', 'mobile', 'battery', '5000mah', 'one', 'good', 'phone', 'processor', 'also', 'good', 'range', 'camera', 'good', 'take', 'photo', 'compare', 'mobile', 'rangeyou', 'buy', 'good', 'phone', 'range']",0.9889981,0.98665017,0.9921199,0.97597885,0.98960215
around 1 yr nd still work good,1,"['around', '1', 'yr', 'nd', 'still', 'work', 'good']",0.98441565,0.97531277,0.98467386,0.9851948,0.9797661
good product ekta logistic good saport,1,"['good', 'product', 'ekta', 'logistic', 'good', 'saport']",0.9704398,0.9715996,0.9765451,0.98665285,0.97428155
awesome mobile,1,"['awesome', 'mobile']",0.95759547,0.9503101,0.9579723,0.99787533,0.95370257
quit good buy worth rate battery capacity also well good,1,"['quit', 'good', 'buy', 'worth', 'rate', 'battery', 'capacity', 'also', 'well', 'good']",0.97566736,0.9797753,0.98476124,0.9896985,0.9827338
good coletynice product,1,"['good', 'coletynice', 'product']",0.9815552,0.9859096,0.98685426,0.9844518,0.9874453
well,1,['well'],0.9796716,0.98986363,0.98662674,0.9583988,0.9895477
wonderful productbefore I purchase ni note 9 pro I hesistate I love phonenice worth money great performance product delivery always flipkart fastersaferoriginal always,1,"['wonderful', 'productbefore', 'i', 'purchase', 'ni', 'note', '9', 'pro', 'i', 'hesistate', 'i', 'love', 'phonenice', 'worth', 'money', 'great', 'performance', 'product', 'delivery', 'always', 'flipkart', 'fastersaferoriginal', 'always']",0.9798915,0.9741959,0.9825506,0.99412775,0.97891
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
awesome,1,['awesome'],0.97905076,0.98935294,0.9810318,0.9534162,0.9861162
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good phon,1,"['good', 'phon']",0.98686457,0.97426564,0.980601,0.9444865,0.977591
good product,1,"['good', 'product']",0.9748036,0.98875546,0.9876671,0.9669157,0.9905469
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good price,1,"['good', 'price']",0.9701048,0.9688561,0.9732615,0.9882549,0.97136796
great one accordance price,1,"['great', 'one', 'accordance', 'price']",0.9904807,0.9917994,0.99275017,0.97354764,0.9927522
good phone mi,1,"['good', 'phone', 'mi']",0.97298205,0.95574343,0.96736115,0.98873204,0.96080685
ok good,1,"['ok', 'good']",0.9285342,0.9291228,0.9303923,0.89416313,0.9290139
redmi5,1,['redmi5'],0.9464935,0.9249972,0.936339,0.97827363,0.9292699
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
happy mi,1,"['happy', 'mi']",0.9317055,0.91419137,0.9271066,0.9914059,0.9210894
front camera much efficientbattery drain fasterrest everything okk performance superbat priceit good,1,"['front', 'camera', 'much', 'efficientbattery', 'drain', 'fasterrest', 'everything', 'okk', 'performance', 'superbat', 'priceit', 'good']",0.9821527,0.9774015,0.9852961,0.9920827,0.9816303
work fine,1,"['work', 'fine']",0.9734447,0.9597938,0.97159827,0.9965437,0.9651141
great phone snapdragon 636 rock rear front camera amazing100 value money,1,"['great', 'phone', 'snapdragon', '636', 'rock', 'rear', 'front', 'camera', 'amazing100', 'value', 'money']",0.99167335,0.981549,0.9865107,0.96551406,0.9840214
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
overall experience use phone bestbattery bestfast chargingtype c datum cable full hd displayno lag play pubg free firesuperb mobileb budget mobile phone pricei like phone camera middle look make bettercamera good selfie selfie also good,1,"['overall', 'experience', 'use', 'phone', 'bestbattery', 'bestfast', 'chargingtype', 'c', 'datum', 'cable', 'full', 'hd', 'displayno', 'lag', 'play', 'pubg', 'free', 'firesuperb', 'mobileb', 'budget', 'mobile', 'phone', 'pricei', 'like', 'phone', 'camera', 'middle', 'look', 'make', 'bettercamera', 'good', 'selfie', 'selfie', 'also', 'good']",0.9805491,0.9767537,0.9840225,0.99259996,0.980758
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
finally I get baby face blow kiss I try buy last 3 12 monthawesome mobile like dslr selfie good blur effect awesome also battery life good heavy usage 1 12 day I like infinity display 1000 rs extra worth money thank mi flip kart flash sale bad,1,"['finally', 'i', 'get', 'baby', 'face', 'blow', 'kiss', 'i', 'try', 'buy', 'last', '3', '12', 'monthawesome', 'mobile', 'like', 'dslr', 'selfie', 'good', 'blur', 'effect', 'awesome', 'also', 'battery', 'life', 'good', 'heavy', 'usage', '1', '12', 'day', 'i', 'like', 'infinity', 'display', '1000', 'rs', 'extra', 'worth', 'money', 'thank', 'mi', 'flip', 'kart', 'flash', 'sale', 'bad']",0.97230846,0.96045077,0.9697434,0.99540937,0.96441036
nice product flipkart good fast delivery good package supply,1,"['nice', 'product', 'flipkart', 'good', 'fast', 'delivery', 'good', 'package', 'supply']",0.97796607,0.97769976,0.98284245,0.99033964,0.9809025
nice mopile,1,"['nice', 'mopile']",0.9452965,0.9298869,0.9409999,0.99652964,0.93481654
supar mobile phone,1,"['supar', 'mobile', 'phone']",0.97542787,0.96763706,0.97787195,0.9936368,0.97399867
phone good current charge 9799 lock 7999,1,"['phone', 'good', 'current', 'charge', '9799', 'lock', '7999']",0.9706618,0.96371365,0.96477646,0.9408309,0.96640867
awesome product,1,"['awesome', 'product']",0.9744103,0.98977494,0.98654324,0.9693584,0.9910244
good mobile,1,"['good', 'mobile']",0.9501501,0.94018936,0.95085776,0.9888196,0.9443032
nice phone,1,"['nice', 'phone']",0.98653114,0.9698105,0.97881085,0.9892322,0.97417337
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
receive describe,1,"['receive', 'describe']",0.9698924,0.9672574,0.9728954,0.99719405,0.9705844
good normal use,1,"['good', 'normal', 'use']",0.98293996,0.9832481,0.990273,0.9727354,0.9875552
ok ok,1,"['ok', 'ok']",0.97484463,0.96868247,0.97276855,0.9436343,0.9717655
I use phone last 67 month detailed review thispros 1 display phone great display great color great outdoor visibility full screen experience I love use display2 builddesign great design good build quality button tactile well place feel premium hold big3 battery great battery life I heavy user get I day I constantly get 7 hour screen time sometime,1,"['i', 'use', 'phone', 'last', '67', 'month', 'detailed', 'review', 'thispros', '1', 'display', 'phone', 'great', 'display', 'great', 'color', 'great', 'outdoor', 'visibility', 'full', 'screen', 'experience', 'i', 'love', 'use', 'display2', 'builddesign', 'great', 'design', 'good', 'build', 'quality', 'button', 'tactile', 'well', 'place', 'feel', 'premium', 'hold', 'big3', 'battery', 'great', 'battery', 'life', 'i', 'heavy', 'user', 'get', 'i', 'day', 'i', 'constantly', 'get', '7', 'hour', 'screen', 'time', 'sometime']",0.9694032,0.96054685,0.97053933,0.9975333,0.96537524
value money,1,"['value', 'money']",0.9780512,0.97572863,0.98287964,0.9767153,0.98023164
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
gud phone low price ok hand ok hand,1,"['gud', 'phone', 'low', 'price', 'ok', 'hand', 'ok', 'hand']",0.99194527,0.98403424,0.9912267,0.9826353,0.9882102
well classfrom side great value deal feature superbnd main thing processor gud,1,"['well', 'classfrom', 'side', 'great', 'value', 'deal', 'feature', 'superbnd', 'main', 'thing', 'processor', 'gud']",0.9802656,0.9795747,0.98655224,0.9894172,0.98377097
nice,1,['nice'],0.9605657,0.94551736,0.954633,0.9952641,0.94911516
good,1,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
nice problem,1,"['nice', 'problem']",0.9841107,0.9761581,0.9836333,0.99227476,0.98018
value money satisfy 100,1,"['value', 'money', 'satisfy', '100']",0.9717159,0.95856947,0.96596557,0.9862488,0.9617792
amazing,1,['amazing'],0.9454914,0.92407674,0.93918604,0.9823874,0.9282699
superb designawesome gameplay smooth pubg asphalt hdawesome big screenpowerful battery backup,1,"['superb', 'designawesome', 'gameplay', 'smooth', 'pubg', 'asphalt', 'hdawesome', 'big', 'screenpowerful', 'battery', 'backup']",0.9857031,0.98706174,0.99132335,0.9823198,0.99007297
