,Application. ID,Age,Gender,Location,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status,Parents Edu._M,Parents Edu._M+F
1132,Ref#37620,18,1,2,1,25,20,64,2,2.0,0,0,1
1133,Ref#38875,22,0,2,0,29,23,57,2,3.5,0,0,1
1134,Ref#40839,18,1,3,0,25,20,64,2,1.0,0,0,0
1135,Ref#42122,22,0,2,1,14,11,84,2,3.0,0,0,0
1136,Ref#43173,22,0,1,1,43,34,32,1,4.0,0,0,1
1137,Ref#47570,23,0,2,1,18,14,77,3,3.5,0,1,0
1138,Ref#47592,18,1,1,0,13,10,86,2,3.0,0,0,1
1139,Ref#49045,16,0,2,0,11,8,90,2,3.5,0,1,0
1140,Ref#49236,17,0,3,0,39,31,39,3,4.0,0,0,0
1141,Ref#44945,23,0,3,0,39,31,40,3,1.5,0,0,1
1142,Ref#45069,15,0,1,0,40,32,38,3,3.0,0,0,1
1143,Ref#49691,17,0,3,0,27,21,62,2,4.5,0,0,1
1144,Ref#62712,20,1,1,1,23,18,69,3,4.0,0,0,1
1145,Ref#70821,22,0,1,0,26,20,64,3,1.5,0,0,1
1146,Ref#73813,20,1,2,1,36,28,46,3,3.0,0,0,1
1147,Ref#79027,16,1,3,0,47,37,26,2,4.0,0,0,1
1148,Ref#82896,20,1,1,1,37,29,44,2,3.0,0,0,1
1149,Ref#88076,20,0,2,0,47,37,26,1,2.5,0,0,1
1150,Ref#97821,18,0,1,0,22,17,71,2,1.5,0,0,1
1151,Ref#11709,15,1,3,0,26,20,64,1,4.0,0,1,0
1152,Ref#14544,20,0,1,1,17,13,80,3,1.5,0,0,1
1153,Ref#14822,21,0,2,1,42,33,35,1,3.0,0,1,0
1154,Ref#19467,16,0,1,1,30,24,56,3,4.0,0,1,0
1155,Ref#26067,22,0,1,0,46,36,28,3,1.5,0,1,0
1156,Ref#26555,23,0,2,0,27,21,62,1,4.0,0,0,0
1157,Ref#27304,22,1,3,1,39,31,40,3,3.0,0,0,1
1158,Ref#30671,22,1,3,0,36,28,46,1,4.0,0,0,1
1159,Ref#31661,15,0,1,1,32,25,53,3,4.5,0,0,1
1160,Ref#32412,23,0,3,1,29,23,58,3,1.5,0,0,0
1161,Ref#35599,15,0,3,1,33,26,51,3,2.0,0,0,0
1162,Ref#36225,21,0,1,0,22,17,71,3,3.5,0,0,0
1163,Ref#41191,20,0,2,0,19,15,76,1,3.0,0,1,0
1164,Ref#42806,17,1,3,1,12,9,89,2,4.5,0,0,1
1165,Ref#47248,19,0,1,0,18,14,78,3,1.0,0,0,0
1166,Ref#13244,20,0,3,1,32,25,54,2,3.0,0,1,0
1167,Ref#17062,20,0,2,0,10,8,93,3,3.0,0,0,0
1168,Ref#17589,20,0,3,1,37,29,45,2,3.0,0,0,0
1169,Ref#18106,18,0,3,0,26,20,65,3,2.5,0,0,1
1170,Ref#22065,20,1,2,1,34,27,50,1,2.5,0,0,1
1171,Ref#24593,18,1,3,0,15,12,84,2,4.5,0,1,0
1172,Ref#27248,15,0,2,0,31,24,56,1,2.5,0,0,1
1173,Ref#30005,23,1,1,1,45,36,30,2,4.0,0,0,1
1174,Ref#30205,21,1,1,0,28,22,61,3,3.0,0,0,1
1175,Ref#31056,18,0,3,0,23,18,70,2,3.0,0,1,0
1176,Ref#33031,23,1,1,1,49,39,23,3,1.5,0,0,1
1177,Ref#33905,20,0,2,0,18,14,79,1,3.0,0,1,0
1178,Ref#41648,21,0,3,0,28,22,61,3,2.5,0,1,0
1179,Ref#42438,22,0,3,0,41,32,38,2,3.5,0,0,0
1180,Ref#42647,23,0,2,0,17,13,81,3,3.5,0,0,0
1181,Ref#45939,22,0,3,0,12,9,90,1,4.5,0,0,0
1182,Ref#47655,22,0,3,1,45,36,30,1,4.5,0,0,0
1183,Ref#48243,16,1,2,1,47,37,27,1,4.0,0,0,1
1184,Ref#49806,15,0,3,1,34,27,50,1,3.5,0,0,0
1185,Ref#12852,15,1,2,0,20,16,76,3,3.5,0,1,0
1186,Ref#44224,20,0,2,0,18,14,80,3,2.5,0,1,0
1187,Ref#46159,19,0,1,0,41,32,39,2,1.5,0,0,0
1188,Ref#46428,17,0,3,1,11,8,93,3,4.5,0,1,0
1189,Ref#89374,22,0,3,1,19,15,78,3,2.0,0,1,0
1190,Ref#10427,20,1,2,0,22,17,73,2,2.0,0,0,1
1191,Ref#10985,20,0,1,0,29,23,60,3,3.0,0,0,1
1192,Ref#12845,17,1,1,0,21,16,75,2,4.5,0,0,1
1193,Ref#16358,19,1,1,0,47,37,28,2,1.5,0,0,0
1194,Ref#17449,18,0,1,1,36,28,48,3,2.0,0,1,0
1195,Ref#17686,17,1,2,1,30,24,58,1,2.5,0,1,0
1196,Ref#20122,18,0,1,1,34,27,51,2,1.0,0,0,1
1197,Ref#22672,18,0,3,0,29,23,60,2,2.5,0,0,0
1198,Ref#32662,18,0,1,1,43,34,35,1,4.5,0,0,1
1199,Ref#35380,18,1,2,0,10,8,94,3,4.5,0,1,0
1200,Ref#35476,19,1,3,0,26,20,66,3,3.0,0,0,0
1201,Ref#38050,19,1,2,0,42,33,37,1,2.5,0,1,0
1202,Ref#46359,16,1,3,0,41,32,39,3,4.5,0,0,0
1203,Ref#46587,20,0,2,0,22,17,73,1,3.5,0,1,0
1204,Ref#47832,16,0,1,0,26,20,66,2,4.0,0,0,1
1205,Ref#22097,18,1,2,1,27,21,65,3,2.0,0,0,1
1206,Ref#38729,19,1,3,1,12,9,92,2,1.5,0,1,0
1207,Ref#41238,22,0,2,0,41,32,40,1,3.5,0,0,0
1208,Ref#81136,19,0,1,1,22,17,74,1,2.5,0,0,0
1209,Ref#11966,23,1,2,0,23,18,72,1,2.5,0,1,0
1210,Ref#12365,17,0,3,1,44,35,34,2,1.5,0,0,1
1211,Ref#15232,23,0,3,0,42,33,38,3,3.5,0,1,0
1212,Ref#16070,23,0,3,0,11,8,94,2,3.5,0,0,0
1213,Ref#16423,15,1,1,0,21,16,76,1,2.0,0,1,0
1214,Ref#24219,23,1,1,1,16,12,85,1,2.5,0,0,0
1215,Ref#25991,15,0,2,1,12,9,92,1,4.5,0,0,1
1216,Ref#26476,16,0,1,1,16,12,85,2,3.0,0,0,0
1217,Ref#27327,21,0,3,1,32,25,56,1,1.5,0,0,1
1218,Ref#29782,18,1,3,0,27,21,65,3,3.5,0,1,0
1219,Ref#30373,15,0,1,0,17,13,83,2,5.0,0,1,0
1220,Ref#36099,21,0,1,1,16,12,85,3,2.0,0,0,1
1221,Ref#36933,21,0,3,1,19,15,79,1,1.0,0,0,0
1222,Ref#37831,17,0,1,0,24,19,70,1,4.5,0,0,1
1223,Ref#40848,21,0,2,1,49,39,25,2,1.5,0,0,1
1224,Ref#44051,23,1,3,1,47,37,29,3,4.0,0,0,0
1225,Ref#48272,22,1,3,1,21,16,76,2,1.0,0,0,0
1226,Ref#49011,15,1,2,0,24,19,70,2,3.0,0,0,1
1227,Ref#72409,21,0,2,0,39,31,44,3,3.0,0,1,0
1228,Ref#16410,16,1,1,1,16,12,86,3,3.0,0,0,0
1229,Ref#47264,17,0,3,0,14,11,89,1,2.5,0,0,1
1230,Ref#51617,23,0,2,1,43,34,37,1,3.0,0,0,0
1231,Ref#52818,23,0,1,1,28,22,64,1,4.0,0,0,1
1232,Ref#15471,18,0,2,1,47,37,30,1,3.0,0,1,0
1233,Ref#15597,16,1,3,0,26,20,68,1,2.0,0,0,0
1234,Ref#24278,19,0,2,1,12,9,93,1,2.5,0,0,1
1235,Ref#25881,19,1,2,1,21,16,77,1,4.0,0,0,1
1236,Ref#26940,17,0,1,1,26,20,68,3,4.5,0,0,0
1237,Ref#28975,18,1,1,0,36,28,50,2,4.0,0,0,1
1238,Ref#29595,19,0,1,0,28,22,64,1,2.0,0,0,0
1239,Ref#35630,23,0,1,1,20,16,78,1,1.0,0,1,0
1240,Ref#38679,15,1,3,0,10,8,96,1,3.0,0,0,1
1241,Ref#40392,23,1,1,0,14,11,89,2,2.0,0,0,1
1242,Ref#40467,22,1,3,1,31,24,59,1,1.5,0,0,1
1243,Ref#42414,17,0,2,0,41,32,41,2,2.0,0,1,0
1244,Ref#45283,15,1,2,1,13,10,91,2,4.5,0,0,0
1245,Ref#45332,15,0,1,1,48,38,28,2,2.0,0,1,0
1246,Ref#47771,23,1,2,0,12,9,93,3,3.5,0,0,0
1247,Ref#48955,16,0,2,0,36,28,50,2,2.0,0,0,0
1248,Ref#18291,20,1,3,0,20,16,79,3,1.0,0,0,1
1249,Ref#55131,22,0,2,1,28,22,65,2,5.0,0,0,1
1250,Ref#80324,15,1,1,0,43,34,38,3,4.0,0,0,0
1251,Ref#96359,17,0,2,1,48,38,29,1,1.5,0,0,0
1252,Ref#11036,16,1,2,0,47,37,31,1,2.0,0,0,1
1253,Ref#11864,20,0,3,1,32,25,58,2,1.5,0,0,0
1254,Ref#15881,16,1,3,1,49,39,27,3,4.0,0,0,1
1255,Ref#17450,18,1,1,1,35,28,52,3,5.0,0,0,0
1256,Ref#18064,17,1,3,0,22,17,76,1,2.0,0,0,0
1257,Ref#19422,19,0,3,0,10,8,97,2,2.0,0,1,0
1258,Ref#20164,16,0,3,0,35,28,52,3,2.0,0,1,0
1259,Ref#22324,18,1,3,1,33,26,56,1,3.0,0,0,1
1260,Ref#23933,20,0,1,0,13,10,92,3,3.5,0,0,0
1261,Ref#24771,16,0,2,1,35,28,52,3,4.5,0,0,0
1262,Ref#26708,17,0,2,1,49,39,27,3,4.5,0,0,0
1263,Ref#27886,17,1,1,0,11,8,96,3,1.5,0,1,0
1264,Ref#29111,16,1,3,0,34,27,54,1,4.5,0,0,0
1265,Ref#36637,17,0,1,0,24,19,72,1,5.0,0,0,0
1266,Ref#40604,16,1,3,1,13,10,92,2,2.0,0,0,1
1267,Ref#41668,22,1,1,1,14,11,90,1,4.0,0,0,1
1268,Ref#44017,20,0,3,0,23,18,74,2,5.0,0,0,0
1269,Ref#49200,23,0,2,0,35,28,52,2,4.5,0,0,1
1270,Ref#49411,23,1,1,1,47,37,31,3,3.0,0,0,0
1271,Ref#64429,23,0,2,1,23,18,75,3,4.0,0,1,0
1272,Ref#32941,20,0,2,0,31,24,61,1,3.0,0,1,0
1273,Ref#33871,16,1,3,1,27,21,68,2,1.0,0,0,0
1274,Ref#42452,18,0,2,0,35,28,53,1,2.0,0,0,1
1275,Ref#78871,20,0,3,0,15,12,89,2,3.5,0,1,0
1276,Ref#81647,15,1,3,0,43,34,39,3,2.0,0,0,0
1277,Ref#88276,21,0,3,1,44,35,37,1,3.0,0,0,0
1278,Ref#11954,17,0,1,0,19,15,82,2,3.0,0,0,1
1279,Ref#12917,18,1,3,1,10,8,98,1,2.0,0,0,1
1280,Ref#13837,22,0,2,0,45,36,35,3,3.5,0,0,0
1281,Ref#15797,17,1,3,1,22,17,77,1,1.0,0,0,1
1282,Ref#15915,20,1,1,1,27,21,68,1,2.0,0,0,0
1283,Ref#19114,15,0,1,1,40,32,44,3,3.5,0,0,0
1284,Ref#20775,17,1,1,0,46,36,34,1,1.5,0,1,0
1285,Ref#20932,20,0,2,0,34,27,55,2,3.5,0,1,0
1286,Ref#21149,17,0,3,1,13,10,93,3,4.5,0,1,0
1287,Ref#21425,23,1,1,0,48,38,30,3,1.0,0,1,0
1288,Ref#22144,21,1,1,1,12,9,95,1,5.0,0,0,0
1289,Ref#24306,22,0,1,0,49,39,28,2,4.5,0,1,0
1290,Ref#25577,16,1,3,1,13,10,93,2,3.5,0,0,0
1291,Ref#32481,15,0,3,1,38,30,48,3,2.5,0,0,0
1292,Ref#33580,15,1,2,0,34,27,55,3,1.0,0,1,0
1293,Ref#37923,19,0,1,0,23,18,75,2,1.5,0,1,0
1294,Ref#38663,23,0,3,0,22,17,77,3,3.0,0,1,0
1295,Ref#40188,15,1,2,0,13,10,93,2,3.5,0,1,0
1296,Ref#41039,23,0,1,1,20,16,80,2,1.5,0,0,0
1297,Ref#41452,20,0,1,0,40,32,44,3,3.0,0,1,0
1298,Ref#41700,22,0,3,1,32,25,59,2,2.5,0,0,0
1299,Ref#43159,20,0,3,0,22,17,77,2,3.0,0,0,0
1300,Ref#44373,17,0,1,0,22,17,77,2,4.5,0,1,0
1301,Ref#45653,23,1,2,0,39,31,46,3,3.5,0,0,1
1302,Ref#47269,21,0,2,1,36,28,52,1,1.0,0,0,0
1303,Ref#25329,18,1,2,1,26,20,71,1,3.5,0,0,0
1304,Ref#59514,17,0,2,1,46,36,35,3,4.5,0,0,1
1305,Ref#60034,15,1,3,1,21,16,80,3,1.5,0,0,0
1306,Ref#84993,16,1,1,0,10,8,99,3,2.5,0,0,0
1307,Ref#10808,23,1,2,0,27,21,69,1,2.0,0,1,0
1308,Ref#10810,19,0,2,0,29,23,65,3,4.5,0,1,0
1309,Ref#11741,19,0,3,1,37,29,51,1,4.0,0,0,1
1310,Ref#14862,18,1,1,1,28,22,67,2,3.0,0,1,0
1311,Ref#22350,20,1,3,1,21,16,80,1,3.5,0,1,0
1312,Ref#26259,15,0,2,0,22,17,78,2,2.5,0,0,0
1313,Ref#30449,17,0,2,0,27,21,69,2,3.5,0,1,0
1314,Ref#33267,21,1,3,1,18,14,85,3,2.5,0,1,0
1315,Ref#34452,20,0,1,0,42,33,42,3,4.0,0,0,1
1316,Ref#34735,19,1,3,1,41,32,44,3,2.0,0,0,0
1317,Ref#35828,19,0,2,1,17,13,87,2,2.5,0,0,0
1318,Ref#40707,19,0,3,1,28,22,67,2,1.5,0,0,1
1319,Ref#42456,16,1,3,1,10,8,99,2,1.0,0,1,0
1320,Ref#44468,15,1,3,1,40,32,45,1,4.5,0,0,1
1321,Ref#44611,22,0,2,1,33,26,58,3,4.5,0,1,0
1322,Ref#45861,23,0,1,0,31,24,62,3,2.5,0,1,0
1323,Ref#63060,16,1,2,1,20,16,82,1,3.5,0,0,1
1324,Ref#90081,22,0,1,1,21,16,81,1,1.5,0,0,1
1325,Ref#13449,19,0,2,1,21,16,81,3,4.0,0,1,0
1326,Ref#15706,23,1,1,1,25,20,73,3,4.0,0,0,1
1327,Ref#16640,21,1,3,0,18,14,86,2,4.5,0,0,1
1328,Ref#17363,17,0,1,0,34,27,57,2,2.0,0,0,1
1329,Ref#17551,15,0,1,0,33,26,59,1,3.0,0,0,1
1330,Ref#19340,21,0,2,1,48,38,32,2,3.5,0,1,0
1331,Ref#22614,17,0,1,1,24,19,75,2,4.0,0,0,1
1332,Ref#25869,16,0,2,0,33,26,59,1,3.5,0,1,0
1333,Ref#30288,15,0,3,1,35,28,55,3,1.0,0,0,0
1334,Ref#30768,16,0,2,0,25,20,73,2,2.5,0,1,0
1335,Ref#33122,21,1,2,0,37,29,52,3,2.5,0,1,0
1336,Ref#37132,19,0,3,0,22,17,79,3,3.0,0,1,0
1337,Ref#41163,21,1,3,0,17,13,88,3,1.5,0,0,1
1338,Ref#42098,17,1,1,0,48,38,32,3,3.5,0,0,0
1339,Ref#42471,23,0,2,1,24,19,75,2,2.0,0,1,0
1340,Ref#44941,20,1,1,0,38,30,50,1,2.5,0,0,1
1341,Ref#14988,19,0,2,1,13,10,96,2,2.0,0,1,0
1342,Ref#73439,17,1,1,1,47,37,35,1,1.5,0,0,1
1343,Ref#81769,22,1,1,0,44,35,40,2,4.0,0,0,1
1344,Ref#10228,19,0,2,0,34,27,58,1,3.0,0,0,1
1345,Ref#11018,18,0,3,0,37,29,53,2,3.5,0,1,0
1346,Ref#12258,19,0,2,0,36,28,55,3,4.0,0,0,1
1347,Ref#14015,19,0,2,0,41,32,46,1,2.0,0,0,1
1348,Ref#18286,18,1,3,0,43,34,42,2,2.0,0,1,0
1349,Ref#19840,15,0,1,1,31,24,64,3,4.0,0,0,0
1350,Ref#21229,19,1,1,0,24,19,76,1,3.5,0,1,0
1351,Ref#23288,16,1,2,0,19,15,85,3,5.0,0,0,1
1352,Ref#24764,23,1,3,1,37,29,53,1,1.0,0,1,0
1353,Ref#25543,21,0,2,1,45,36,38,3,2.0,0,0,1
1354,Ref#25565,19,0,3,0,15,12,92,3,4.0,0,0,1
1355,Ref#26678,21,0,3,0,44,35,40,2,2.0,0,0,0
1356,Ref#28484,19,0,3,0,23,18,78,1,1.5,0,1,0
1357,Ref#33183,17,1,1,0,43,34,42,3,2.5,0,0,1
1358,Ref#37045,15,1,1,0,41,32,46,1,4.5,0,1,0
1359,Ref#42833,23,1,3,0,18,14,87,1,3.0,0,1,0
1360,Ref#45448,16,0,2,1,45,36,38,3,2.5,0,0,0
1361,Ref#46706,15,0,2,0,30,24,65,2,1.5,0,0,1
1362,Ref#48450,22,0,2,1,23,18,78,3,2.0,0,0,0
1363,Ref#49157,15,1,3,0,32,25,62,3,2.0,0,0,0
1364,Ref#10453,23,0,1,0,41,32,47,3,5.0,0,0,0
1365,Ref#13832,20,0,3,1,46,36,38,3,1.5,0,1,0
1366,Ref#15668,15,0,1,0,50,60,10,2,1.0,0,0,0
1367,Ref#27032,16,0,3,0,40,32,48,2,1.5,0,0,0
1368,Ref#28686,19,0,3,1,22,17,81,2,4.5,0,1,0
1369,Ref#39096,19,1,1,0,45,36,39,2,3.5,0,0,1
1370,Ref#47089,19,0,1,1,45,36,39,2,2.5,0,0,1
1371,Ref#87916,21,1,3,1,48,38,34,1,1.0,0,0,1
1372,Ref#93857,18,1,3,0,36,28,56,2,3.5,0,0,0
1373,Ref#96555,16,1,2,0,28,22,70,3,2.5,0,0,0
1374,Ref#12892,19,0,2,0,32,25,63,3,3.5,0,1,0
1375,Ref#16836,21,1,2,0,12,9,99,2,2.5,0,0,0
1376,Ref#17661,22,1,3,0,36,28,56,2,1.0,0,1,0
1377,Ref#17830,21,1,1,0,47,37,36,3,4.0,0,0,0
1378,Ref#19551,18,1,2,1,41,32,47,3,2.5,0,0,1
1379,Ref#24386,15,1,3,1,20,16,84,1,1.5,0,1,0
1380,Ref#24521,16,1,2,1,29,23,68,3,2.5,0,0,0
1381,Ref#24805,18,0,2,0,17,13,90,2,4.5,0,0,1
1382,Ref#29298,22,1,2,1,28,22,70,1,3.5,0,0,1
1383,Ref#30328,22,1,1,0,32,25,63,2,2.5,0,0,1
1384,Ref#32926,21,0,3,0,48,38,34,1,4.0,0,1,0
1385,Ref#36431,17,1,3,0,15,12,93,2,2.0,0,0,1
1386,Ref#36585,21,1,3,1,12,9,99,2,3.5,0,0,1
1387,Ref#37156,23,1,2,1,22,17,81,3,1.5,0,0,1
1388,Ref#38830,17,1,2,0,18,14,88,3,2.5,0,0,1
1389,Ref#40749,17,0,3,1,19,15,86,2,2.5,0,0,1
1390,Ref#43536,17,0,2,1,23,18,79,2,1.5,0,0,0
1391,Ref#45208,20,0,3,1,36,28,56,2,2.5,0,0,1
1392,Ref#45254,16,1,1,1,13,10,97,1,4.5,0,0,1
1393,Ref#46246,19,0,2,1,28,22,70,1,2.5,0,1,0
1394,Ref#47822,15,0,1,1,45,36,39,2,3.0,0,1,0
1395,Ref#48812,22,0,2,1,39,31,50,3,3.0,0,0,1
1396,Ref#75630,17,0,2,1,44,35,42,1,4.0,0,0,0
1397,Ref#10231,18,1,1,1,15,12,94,2,2.0,0,0,0
1398,Ref#10598,19,0,1,0,13,10,98,2,2.0,0,0,0
1399,Ref#13029,16,1,3,0,12,9,100,1,4.5,0,1,0
1400,Ref#14615,21,0,2,0,40,32,49,2,3.0,0,0,1
1401,Ref#16412,15,0,2,1,32,25,64,1,1.0,0,0,1
1402,Ref#17380,16,0,3,0,49,39,33,2,2.5,0,0,0
1403,Ref#17893,16,0,3,0,29,23,69,2,4.0,0,1,0
1404,Ref#21060,20,0,1,1,42,33,46,1,3.0,0,0,1
1405,Ref#25051,21,0,1,0,43,34,44,3,2.0,0,0,0
1406,Ref#26549,17,1,2,1,37,29,55,2,1.5,0,1,0
1407,Ref#32107,21,0,2,0,37,29,55,2,1.5,0,0,0
1408,Ref#32447,18,0,2,1,26,20,75,2,4.0,0,0,1
1409,Ref#33715,19,1,1,1,45,36,40,1,1.5,0,0,0
1410,Ref#38534,23,0,3,0,18,14,89,3,4.5,0,0,1
1411,Ref#43448,21,1,1,1,48,38,35,3,4.5,0,1,0
1412,Ref#43903,17,1,2,0,13,10,98,1,4.0,0,1,0
1413,Ref#45892,21,0,1,1,27,21,73,3,3.5,0,0,0
1414,Ref#48605,23,0,2,1,32,25,64,1,4.0,0,1,0
1415,Ref#49323,21,0,1,1,46,36,39,1,4.0,0,0,0
1416,Ref#86740,17,1,3,0,51,61,10,2,2.5,0,0,1
1417,Ref#90299,16,1,3,0,14,11,97,1,4.0,0,1,0
1418,Ref#10092,21,1,1,0,29,23,70,1,2.5,0,1,0
1419,Ref#10872,19,0,3,0,43,34,45,1,3.5,0,1,0
1420,Ref#12541,23,1,3,1,42,33,47,1,3.5,0,0,1
1421,Ref#20683,16,0,3,0,27,21,74,2,1.0,0,1,0
1422,Ref#26225,23,0,2,0,14,11,97,1,2.5,0,0,0
1423,Ref#27914,18,1,1,1,50,60,12,2,2.0,0,0,0
1424,Ref#28269,17,1,2,1,42,33,47,1,2.0,0,1,0
1425,Ref#29074,22,0,1,1,29,23,70,2,2.0,0,1,0
1426,Ref#31242,21,0,2,1,19,15,88,2,3.5,0,1,0
1427,Ref#34112,19,0,2,1,22,17,83,3,4.0,0,0,0
1428,Ref#35399,16,0,2,1,28,22,72,2,4.0,0,0,0
1429,Ref#35757,17,1,3,0,14,11,97,2,1.5,0,0,1
1430,Ref#37399,20,1,2,1,47,37,38,1,4.5,0,1,0
1431,Ref#45368,20,1,2,0,32,25,65,1,3.5,0,0,1
1432,Ref#45456,22,0,3,0,38,30,54,3,3.5,0,0,0
1433,Ref#46117,15,1,2,1,25,20,77,1,1.0,0,0,1
1434,Ref#48365,17,0,3,0,39,31,52,1,3.0,0,0,0
1435,Ref#48690,16,1,3,0,30,24,68,1,2.5,0,1,0
1436,Ref#49095,20,1,3,0,44,35,43,2,2.5,0,1,0
1437,Ref#94350,17,0,3,1,51,61,11,2,1.0,0,0,0
1438,Ref#11824,22,1,2,0,35,28,60,1,4.0,0,0,1
1439,Ref#14729,20,1,3,1,22,17,84,3,3.5,0,0,1
1440,Ref#36810,20,0,2,0,17,13,93,2,2.5,0,0,0
1441,Ref#46980,22,1,2,0,47,37,39,1,4.5,0,1,0
1442,Ref#88879,18,1,1,0,35,28,60,1,2.5,0,1,0
1443,Ref#10521,22,1,3,1,26,20,77,1,3.5,0,0,0
1444,Ref#13653,19,1,2,1,34,27,62,1,2.0,0,0,1
1445,Ref#15829,18,0,1,1,36,28,59,2,3.5,0,0,0
1446,Ref#19051,21,1,2,0,49,39,35,3,2.5,0,0,1
1447,Ref#22622,16,0,3,1,43,34,46,1,3.5,0,0,0
1448,Ref#25785,19,0,1,0,29,23,71,2,3.0,0,0,1
1449,Ref#30358,22,1,2,0,25,20,78,1,4.5,0,1,0
1450,Ref#33925,17,1,1,1,26,20,77,2,3.5,0,0,1
1451,Ref#35335,18,1,3,1,17,13,93,2,2.5,0,0,1
1452,Ref#42553,17,0,3,1,24,19,80,2,3.5,0,0,1
1453,Ref#45409,20,0,2,0,48,38,37,3,2.0,0,0,0
1454,Ref#48491,18,0,2,0,30,24,69,3,3.5,0,1,0
1455,Ref#46576,17,1,2,0,30,24,70,2,4.0,0,1,0
1456,Ref#42785,16,0,3,1,25,20,79,1,3.5,0,0,0
1457,Ref#54096,22,0,3,1,20,16,88,3,2.5,0,0,0
1458,Ref#76037,15,1,3,1,18,14,92,1,3.0,0,0,0
1459,Ref#10474,16,1,3,0,35,28,61,2,1.5,0,1,0
1460,Ref#11820,21,1,2,1,47,37,40,2,2.0,0,0,1
1461,Ref#11859,17,0,3,1,25,20,79,1,3.0,0,0,1
1462,Ref#20151,18,1,1,0,34,27,63,3,2.5,0,0,1
1463,Ref#25010,22,0,2,0,24,19,81,2,4.5,0,0,1
1464,Ref#25961,18,0,3,1,40,32,52,3,2.5,0,1,0
1465,Ref#29653,20,0,1,0,40,32,52,3,3.5,0,0,1
1466,Ref#34124,18,0,2,0,34,27,63,3,3.5,0,1,0
1467,Ref#34225,23,0,2,1,17,13,94,1,2.0,0,0,0
1468,Ref#36527,16,0,1,0,43,34,47,2,1.5,0,0,0
1469,Ref#38723,20,1,2,1,31,24,69,3,2.5,0,1,0
1470,Ref#39030,21,0,3,1,44,35,45,3,4.0,0,1,0
1471,Ref#39181,15,1,3,1,38,30,56,1,3.0,0,0,1
1472,Ref#39647,20,0,2,1,43,34,47,1,4.0,0,0,1
1473,Ref#42282,22,1,2,1,45,36,43,2,2.0,0,0,0
1474,Ref#44424,22,0,3,0,41,32,51,1,3.0,0,1,0
1475,Ref#48586,21,0,3,0,43,34,47,1,3.5,0,0,0
1476,Ref#49398,19,0,1,1,32,25,67,3,2.0,0,0,0
1477,Ref#49888,20,1,2,0,20,16,88,3,1.5,0,0,1
1478,Ref#78207,23,0,1,1,41,32,52,3,1.5,0,0,0
1479,Ref#23478,21,0,1,1,17,13,95,3,1.5,0,0,0
1480,Ref#60397,22,0,2,0,48,38,39,2,1.5,0,1,0
1481,Ref#85764,17,0,3,1,45,36,44,3,1.5,0,0,1
1482,Ref#10947,18,0,2,1,48,38,39,1,3.0,0,0,1
1483,Ref#12171,15,1,2,0,34,27,64,1,4.5,0,0,0
1484,Ref#14810,19,1,2,0,47,37,41,3,1.0,0,0,0
1485,Ref#15190,20,0,3,1,33,26,66,2,4.5,0,0,1
1486,Ref#16509,17,0,3,1,26,20,79,1,4.5,0,1,0
1487,Ref#19418,19,1,2,0,48,38,39,2,2.0,0,0,1
1488,Ref#26511,23,0,1,0,35,28,62,2,1.0,0,1,0
1489,Ref#27447,20,0,3,0,25,20,80,3,4.0,0,0,1
1490,Ref#29143,18,1,1,0,25,20,80,1,2.0,0,0,0
1491,Ref#29403,18,0,2,0,50,60,15,1,4.0,0,0,0
1492,Ref#32053,22,0,2,1,49,39,37,1,4.0,0,0,1
1493,Ref#33341,20,1,1,0,34,27,64,2,4.5,0,0,0
1494,Ref#33555,21,0,3,0,43,34,48,2,2.0,0,1,0
1495,Ref#34387,19,0,1,1,35,28,62,3,2.0,0,0,0
1496,Ref#42385,22,0,1,1,26,20,79,1,2.5,0,1,0
1497,Ref#42586,23,0,2,1,17,13,95,1,1.5,0,0,1
1498,Ref#43792,22,1,3,0,36,28,61,2,3.0,0,0,0
1499,Ref#49966,20,1,2,1,25,20,80,3,2.5,0,1,0
1500,Ref#14157,22,1,1,0,53,63,10,2,2.0,0,1,0
1501,Ref#65032,18,0,2,0,43,34,49,1,1.5,0,0,0
1502,Ref#70996,16,1,2,0,50,60,16,1,1.0,0,0,1
1503,Ref#71236,16,1,3,0,43,34,49,1,3.0,0,0,0
1504,Ref#84290,19,1,1,0,50,60,16,2,1.5,0,1,0
1505,Ref#13153,22,0,1,0,40,32,54,2,4.5,0,0,0
1506,Ref#16125,17,1,2,1,23,18,85,3,4.0,0,0,0
1507,Ref#16984,15,1,1,0,50,60,16,3,1.5,0,0,0
1508,Ref#17848,23,1,2,1,52,62,12,2,4.0,0,0,0
1509,Ref#19564,19,0,1,1,24,19,83,1,4.5,0,0,0
1510,Ref#20602,22,0,2,0,27,21,78,3,5.0,0,0,0
1511,Ref#20920,16,1,1,1,51,61,14,1,1.0,0,1,0
1512,Ref#20975,23,1,3,1,41,32,53,2,1.5,0,0,0
1513,Ref#22475,23,1,3,1,41,32,53,3,4.5,0,1,0
1514,Ref#26561,16,1,2,0,31,24,71,1,5.0,0,1,0
1515,Ref#28908,20,1,2,0,15,12,99,3,3.5,0,0,1
1516,Ref#30816,19,0,3,0,35,28,63,2,3.0,0,1,0
1517,Ref#31825,19,1,2,1,19,15,92,1,2.0,0,0,0
